time,open,high,low,close,Volume
1545523200,3948.91,4021.53,3870,3929.71,40117.531529
1545609600,3929.71,4198,3924.83,4008.01,64647.809129
1545696000,4010.11,4020,3646.41,3745.79,62725.629432
1545782400,3745.56,3837.15,3656.74,3777.74,42629.375817
1545868800,3777.74,3813.98,3535,3567.91,44097.392912
1545955200,3567.89,3887.25,3540.04,3839.26,45964.304987
1546041600,3839,3892,3670,3695.32,38874.373903
1546128000,3696.71,3903.5,3657.9,3801.91,33222.369262
1546214400,3803.12,3810,3630.33,3702.9,29991.77835
1546300800,3701.23,3810.16,3642,3797.14,23741.687033
1546387200,3796.45,3882.14,3750.45,3858.56,35156.463369
1546473600,3857.57,3862.74,3730,3766.78,29406.948359
1546560000,3767.2,3823.64,3703.57,3792.01,29519.554671
1546646400,3790.09,3840.99,3751,3770.96,30490.667751
1546732800,3771.12,4027.71,3740,3987.6,36553.806709
1546819200,3987.62,4017.9,3921.53,3975.45,31869.846264
1546905600,3976.76,4069.8,3903,3955.13,38901.423122
1546992000,3955.45,4006.81,3930.04,3966.65,28989.439511
1547078400,3966.06,3996.01,3540,3585.88,59402.22851
1547164800,3585.88,3658,3465,3601.31,38338.654733
1547251200,3601.31,3618.19,3530,3583.13,21999.928354
1547337600,3584.1,3611.1,3441.3,3476.81,26385.757454
1547424000,3477.56,3671.87,3467.02,3626.09,35235.211215
1547510400,3626.08,3648.42,3516.62,3553.06,34137.997459
1547596800,3553.06,3645,3543.51,3591.84,27480.179977
1547683200,3591.84,3634.7,3530.39,3616.21,29755.440838
1547769600,3613.32,3620,3565.75,3594.87,22713.446755
1547856000,3594.87,3720,3594.23,3665.3,22171.578123
1547942400,3665.75,3693.73,3475,3539.28,27901.938598
1548028800,3539.26,3559.51,3475.5,3526.9,19644.436839
1548115200,3526.88,3608.5,3434.85,3570.93,29336.442967
1548201600,3570.41,3607.98,3514.5,3552.82,24938.842698
1548288000,3552.97,3589,3529.22,3569.62,20826.25118
1548374400,3569.07,3587.15,3522.51,3565.29,17608.346671
1548460800,3566.69,3662.94,3545,3565.25,19476.532344
1548547200,3565.62,3579,3486,3550.84,22735.598162
1548633600,3550.05,3557.75,3380.27,3434.15,40405.111401
1548720000,3434,3443.45,3349.92,3411.04,29544.928977
1548806400,3410.04,3478,3387.1,3458.18,23968.260243
1548892800,3457.5,3489.2,3418.8,3434.1,29607.190253
1548979200,3434.1,3488,3401.2,3462.07,25260.476159
1549065600,3462.2,3526.4,3440.29,3504.77,17920.802
1549152000,3504.06,3511.09,3426,3458.11,19867.33639
1549238400,3458.11,3484.88,3433.31,3463.22,23131.981108
1549324800,3463.22,3478.97,3448.43,3471.59,25264.41503
1549411200,3471.57,3482.72,3380,3405.37,35310.244846
1549497600,3407,3426.45,3390,3398.4,18665.538638
1549584000,3398.4,3733.58,3373.1,3659.04,47968.058013
1549670400,3660.27,3680.02,3625.13,3665.18,24759.833719
1549756800,3665.18,3684.99,3609.76,3680.06,23250.602634
1549843200,3679.75,3684.9,3615.53,3631.05,24954.614571
1549929600,3631.05,3667.6,3582.34,3631.46,29479.59823
1550016000,3631.51,3670,3591.75,3609.4,25773.997648
1550102400,3608.34,3626.4,3568.11,3590.56,21753.501261
1550188800,3590.57,3653.23,3573.45,3602.47,20777.872899
1550275200,3602.49,3648.2,3597.91,3618.41,19565.992751
1550361600,3617.22,3700.11,3604.4,3667.58,25690.227779
1550448000,3667.62,3925,3655,3898.6,64042.730492
1550534400,3897.35,3994.52,3856,3907.79,50207.172667
1550620800,3907.35,3986.98,3870.66,3969.74,36205.14085
1550707200,3969.74,4016.48,3901.03,3937.31,31103.884728
1550793600,3937.31,3988,3926.65,3962,23943.16375
1550880000,3962,4162.02,3933.15,4117.76,33657.942883
1550966400,4118,4198,3712.66,3743.56,62224.18689
1551052800,3743.56,3872.66,3740,3827.92,38102.966245
1551139200,3828.44,3841.51,3777,3809.23,28838.748036
1551225600,3809.31,3838.85,3677.17,3818.07,31500.995466
1551312000,3818.04,3888,3763.87,3813.69,32561.961044
1551398400,3814.26,3857,3813.01,3823,23174.57217
1551484800,3822.17,3841.31,3772.25,3819.93,19445.838355
1551571200,3819.97,3835,3781.32,3807.75,16718.16541
1551657600,3807.32,3830,3670.69,3715.3,34742.84166
1551744000,3716.1,3877.1,3703.55,3857.73,32962.536162
1551830400,3857.58,3907,3813.09,3861.84,24775.11883
1551916800,3861.84,3905.4,3840.4,3873.64,26455.257661
1552003200,3873.63,3932,3800,3864.89,34730.366592
1552089600,3864.88,3971.75,3854.75,3943.04,30979.747653
1552176000,3943.43,3943.43,3881.69,3916.82,23187.561412
1552262400,3915.99,3936.98,3830,3871.61,38066.885705
1552348800,3871.61,3905.2,3826.06,3882.73,26921.008622
1552435200,3882.69,3893.56,3840,3866,24461.008757
1552521600,3866,3920,3810.43,3877.12,27048.74853
1552608000,3877.12,3939.22,3872.2,3923.76,21740.061498
1552694400,3924.46,4056.98,3921.98,4005.98,28568.376124
1552780800,4005.98,4012,3950.01,3981.14,18814.255577
1552867200,3981.85,4037,3953.33,3987.81,22454.47801
1552953600,3987.83,4031,3970,4015.53,19893.741815
1553040000,4017.48,4050,3980.5,4043.04,23432.300255
1553126400,4043.04,4069.32,3880.01,3980.64,35997.682119
1553212800,3980.85,4008,3968.25,3986.93,20022.606318
1553299200,3987.89,4018.83,3978.01,4006.01,17302.604318
1553385600,4006.01,4006.02,3950,3992.18,17179.850648
1553472000,3991.35,3999.3,3888.71,3936.12,33192.890217
1553558400,3935.47,3958.98,3894,3948.55,29349.537627
1553644800,3948.77,4048,3936.15,4038.05,32364.555852
1553731200,4039.58,4039.7,4002,4027.81,20089.293875
1553817600,4028.22,4123.71,4024.03,4103.25,30084.217444
1553904000,4104.24,4140,4052,4106.97,19509.292601
1553990400,4106.99,4116.12,4082.57,4103.95,13525.087433
1554076800,4102.44,4158.7,4067,4144.56,25507.067641
1554163200,4144.54,4897.99,4140.54,4857.29,105383.639263
1554249600,4857.19,5275.01,4753.5,4932.6,109890.125743
1554336000,4932.59,5039.08,4777,4898.66,61054.254168
1554422400,4898.64,5028.22,4880.62,5004.95,39768.552806
1554508800,5004.96,5205,4928.59,5043.89,41770.842313
1554595200,5042.07,5234,5026,5170.27,37615.486804
1554681600,5170.27,5305,5039,5236.9,50178.430782
1554768000,5238.38,5238.4,5076.68,5150,34067.012311
1554854400,5150,5422,5135,5308.25,40073.620471
1554940800,5307.86,5332.67,4927,5017.37,54696.600686
1555027200,5017.37,5080.58,4861.22,5048.01,33276.678614
1555113600,5047,5099,5004,5045.22,17292.456802
1555200000,5047.45,5152.99,5000,5131.3,18281.607739
1555286400,5131.28,5167.38,4950,5024.95,29057.191581
1555372800,5024.95,5197.72,5003.94,5173.72,24242.229493
1555459200,5173.72,5230.4,5146.8,5202.82,23307.536134
1555545600,5202.41,5287,5198.8,5258.44,22619.239001
1555632000,5258.44,5320,5175,5258.68,24611.236323
1555718400,5258.68,5333.42,5230.1,5291.73,19168.908274
1555804800,5292.91,5314.35,5165,5256.14,25549.570939
1555891200,5257.41,5400,5208.35,5357.14,29563.852309
1555977600,5357.14,5600,5332.41,5493.31,41262.103917
1556064000,5490.91,5582.2,5333.35,5415,48224.152413
1556150400,5415,5491.84,5102,5219.9,49636.089948
1556236800,5220.47,5510,5161.62,5314.1,48912.294513
1556323200,5315,5342.5,5257.67,5295.69,15422.896935
1556409600,5295.69,5340,5259.48,5307.52,14371.433869
1556496000,5309.81,5332,5178.8,5238.14,19918.135079
1556582400,5238.14,5339.98,5192.15,5320.81,22238.06823
1556668800,5321.94,5402,5316.2,5383.2,17217.473216
1556755200,5383.2,5538,5370,5492.87,22795.787835
1556841600,5494.81,5844,5477.57,5772.69,46297.172849
1556928000,5770.62,5900,5587.45,5829.45,39682.408991
1557014400,5829.83,5839.9,5696,5775.62,23822.543775
1557100800,5773.18,5805,5619.14,5747.79,25256.596325
1557187200,5749.92,6028.41,5747.74,5846.34,39905.064422
1557273600,5846.34,6014.72,5772.2,5987.29,23074.05152
1557360000,5986.66,6224.55,5983.71,6209.18,27453.011436
1557446400,6209.95,6468.92,6172,6373.33,36623.61079
1557532800,6375.16,7343.99,6372.85,7076.22,74022.424393
1557619200,7076.24,7521.78,6750,6967.31,86948.975339
1557705600,6968.24,8100,6870,7790.71,85804.735333
1557792000,7795.62,8366,7599.56,7947.56,76583.722603
1557878400,7945.26,8249,7850,8169.87,37884.327211
1557964800,8169.08,8320,7705,7866.59,69630.513996
1558051200,7868.67,7925,6913,7355.26,88752.008159
1558137600,7355.28,7458,7156.61,7257.45,37054.944779
1558224000,7257.32,8275.09,7243.08,8148.48,65577.442058
1558310400,8147.94,8156.03,7553,7938.15,65859.208564
1558396800,7937.16,8042.32,7771,7904.87,52301.752247
1558483200,7904.48,8016,7465,7628.43,49136.994589
1558569600,7627.8,7940.98,7461,7851.51,49648.184701
1558656000,7849.95,8130,7766,7964.87,46664.785325
1558742400,7964.52,8091.8,7908.34,8025.41,28414.328817
1558828800,8023,8740,7833.42,8614.43,49652.144567
1558915200,8612.54,8908.32,8589,8756.32,51886.768793
1559001600,8752.52,8798.49,8510.63,8715.64,31470.551534
1559088000,8716.87,8750,8406.6,8645.68,33880.865922
1559174400,8646.5,9074.26,8005,8269.54,70379.998521
1559260800,8267.1,8594,8108.5,8555,44727.49162
1559347200,8555,8626,8442.36,8544.07,31868.234157
1559433600,8545.1,8814.78,8524,8725.98,27835.133265
1559520000,8726,8800.95,8080.8,8115.82,45692.965104
1559606400,8115.66,8115.66,7481.02,7687.03,74143.948941
1559692800,7687.04,7896.7,7572.78,7776.5,48679.656455
1559779200,7778.08,7868.13,7444.58,7786.7,36624.118747
1559865600,7787.57,8100,7737.49,7980.53,33942.225658
1559952000,7978.94,8044.65,7751,7893.62,22657.329634
1560038400,7895.28,7935,7506.66,7628.13,31568.465157
1560124800,7627.57,8020,7511,7982.75,36756.078468
1560211200,7981,8010,7692.23,7884.9,30334.999427
1560297600,7884.9,8200,7788.99,8127.64,41597.082622
1560384000,8127.64,8309.82,8010.03,8218.54,30467.764341
1560470400,8216.44,8684.41,8144.32,8650,39835.246255
1560556800,8650.88,8864.99,8567.63,8808.7,31791.636039
1560643200,8810.77,9333,8760,8953.33,63289.251219
1560729600,8953,9444,8950,9313.96,47895.485374
1560816000,9312.13,9336.36,8950,9081.55,51554.569401
1560902400,9081.97,9304,8960,9255.49,32147.706495
1560988800,9253.76,9590,9175.2,9517.12,34556.053982
1561075200,9518.06,10174.99,9518.06,10159.86,50484.415892
1561161600,10159.86,11160,9921.72,10729.5,104169.447976
1561248000,10729,11392.64,10555.18,10906.07,57445.323945
1561334400,10905.95,11143.63,10620.8,11056.59,43101.045285
1561420800,11056.59,11850,11026,11820.86,61276.686648
1561507200,11821.28,13970,11741,13093.8,155930.147386
1561593600,13098.38,13478.04,10525.1,11329.99,173894.820889
1561680000,11329.99,12480,10982.88,12400.63,95795.203964
1561766400,12407.06,12441.54,11475.02,11903.13,69642.074157
1561852800,11903.13,12180,10766.03,10854.1,84512.530443
1561939200,10854.1,11282.28,10030,10624.93,90962.268271
1562025600,10624.9,10938.75,9727,10842.85,109561.038728
1562112000,10844.98,11991.89,10841.04,11940,96815.90029
1562198400,11940,12000,11055,11145.67,66512.221892
1562284800,11145.67,11406.83,10796.44,10970.73,63534.350582
1562371200,10982.41,11665,10964.51,11256.49,51469.496331
1562457600,11256.45,11538,11094.37,11406.24,38884.795599
1562544000,11410,12338.03,11220,12238.6,52182.367215
1562630400,12238.6,12794.73,12068,12543.41,78442.130343
1562716800,12548.51,13147.08,11569,12108.37,109246.044997
1562803200,12108.11,12111.73,11000,11342.89,87506.461058
1562889600,11342.88,11885,11073,11757.22,56321.858281
1562976000,11757.22,11799.98,10830,11355.76,54245.594548
1563062400,11355.78,11452,10103,10174.18,72517.579236
1563148800,10174.18,11100,9860,10838.72,81922.426332
1563235200,10833.78,11028,9350.01,9439.59,97219.443413
1563321600,9430.17,9957,9060,9667.92,84942.672717
1563408000,9668.86,10788,9252,10627.16,80283.310252
1563494400,10628.64,10769.71,10121.84,10504.29,56546.932133
1563580800,10505.78,11068.99,10350,10740.23,47331.899848
1563667200,10740.27,10817.9,10288,10589.45,38834.287935
1563753600,10590.15,10683.16,10100,10340.31,40467.954839
1563840000,10343.08,10343.97,9822,9864.91,47624.37071
1563926400,9864.78,9937,9525,9763.28,43475.380377
1564012800,9763.4,10175,9720.03,9879.87,37873.354728
1564099200,9882.15,9889.98,9637,9824,27167.463217
1564185600,9824,10188.66,9333,9476.52,43809.778301
1564272000,9478.92,9594.99,9165,9541.54,29401.022937
1564358400,9541.54,9729,9395,9507.64,29021.937411
1564444800,9509.07,9714.28,9402,9574.21,32536.368834
1564531200,9575,10109.8,9555,10080.53,39515.35456
1564617600,10080.53,10467.86,9863.46,10374.99,41727.637028
1564704000,10375,10670,10281.35,10523.75,42990.444221
1564790400,10523.75,10904.77,10497.93,10816.86,33802.318824
1564876800,10816.86,11040,10552,10929.23,39924.745141
1564963200,10929.99,11937.52,10927.8,11828.8,65153.673713
1565049600,11830,12330.7,11226.7,11481.69,76705.389875
1565136000,11481.69,12141.17,11382.84,11975.03,69173.390353
1565222400,11975.04,12060,11521,11999.77,51207.257174
1565308800,11994.17,12045.68,11700,11879.99,39427.152588
1565395200,11879.98,11985,11270,11309.31,42633.087048
1565481600,11309.24,11600,11112.11,11549.97,26772.90691
1565568000,11539.08,11577.89,11235.32,11396.08,17568.227075
1565654400,11398.35,11456.16,10788.45,10892.71,33234.72968
1565740800,10893.36,10897.48,9928.1,10050.37,54451.847499
1565827200,10055.16,10460,9911,10293.93,38174.45112
1565913600,10296.77,10536.03,9750,10331.54,51758.142918
1566000000,10331.15,10465.14,10000,10216.02,29000.581201
1566086400,10216.05,10500,10080,10306.78,24085.395172
1566172800,10306.17,10930,10258.6,10915.54,37243.319217
1566259200,10914.73,10949.96,10560,10760.51,32298.288761
1566345600,10760.51,10804.13,9858,10142.57,47355.719282
1566432000,10140.82,10242,9762,10099.88,34059.642738
1566518400,10099.9,10445,10019.79,10389.55,27550.336173
1566604800,10388.16,10419.42,9890,10134.35,27692.456844
1566691200,10134.61,10333,9906.97,10142.69,26271.657398
1566777600,10142.69,10604,10137.93,10372.25,41687.511599
1566864000,10373.6,10391.08,10051.08,10185.05,28402.775383
1566950400,10185.69,10299,9601.01,9721,42110.555375
1567036800,9721,9724,9320,9498.44,35532.69491
1567123200,9499.01,9696,9350.41,9584.54,26834.318104
1567209600,9582.76,9684.51,9420.75,9587.47,17130.290074
1567296000,9588.74,9830,9520,9724.98,19545.404843
1567382400,9723.59,10450,9712.5,10340,44740.248093
1567468800,10340,10773,10272,10615.28,47998.376781
1567555200,10611.85,10799,10369.89,10567.02,43943.889026
1567641600,10565.92,10900,10450,10564.49,33970.960639
1567728000,10563.13,10905.87,10150,10298.73,58799.640959
1567814400,10298.71,10558,10288.57,10455.88,27637.877392
1567900800,10455.9,10592.5,10208,10381.18,23984.672018
1567987200,10381.24,10480,10068.5,10303.12,39835.727608
1568073600,10302.58,10384.99,9953,10098.15,28915.412225
1568160000,10098.19,10293,9880,10158.33,31953.824562
1568246400,10158.75,10448.81,10040,10415.01,34511.162755
1568332800,10415.01,10439,10153,10342.06,30280.339776
1568419200,10344.13,10419.99,10222.33,10335.02,23621.533519
1568505600,10332.81,10360,10252.15,10302.01,18047.654013
1568592000,10303.34,10355,10078,10251.31,28971.401657
1568678400,10249.68,10275,10128.01,10187.82,22914.324563
1568764800,10187.48,10258.02,10100,10156.99,24250.249303
1568851200,10156.41,10325,9653,10244.29,44826.282579
1568937600,10243.7,10281,10061.39,10168.59,25088.491069
1569024000,10167.92,10176.7,9900,9986.39,20544.175196
1569110400,9985.15,10089,9853.97,10028.87,22049.275256
1569196800,10028.05,10049.99,9615.77,9702.25,31937.232356
1569283200,9702.2,9794.99,7800,8493.14,94007.345203
1569369600,8497.55,8730,8215.64,8430.05,60783.892258
1569456000,8430.05,8465.99,7750,8063.73,67930.853749
1569542400,8063.49,8265,7852.15,8177.91,43882.924625
1569628800,8177.47,8315,8001.09,8198.81,34473.605165
1569715200,8199.38,8229.13,7890,8043.82,31544.211388
1569801600,8043.04,8337.26,7710,8289.34,55865.48726
1569888000,8289.97,8500,8173.05,8292.44,43472.418091
1569974400,8292.67,8373.91,8151.22,8359.94,26243.386644
1570060800,8360,8393,8060,8223.96,30488.284058
1570147200,8224.43,8232.41,8005,8137.13,26476.330404
1570233600,8137.09,8183.41,8012.98,8126.19,21907.615564
1570320000,8127.55,8153.87,7785,7854.25,34676.104049
1570406400,7855.3,8299.92,7762,8190.09,52202.072297
1570492800,8190.82,8325,8088.75,8168.39,35452.657423
1570579200,8170.79,8670,8115,8560.74,55038.704378
1570665600,8562.15,8644,8414.52,8558.03,39137.946167
1570752000,8557.82,8779.51,8212.38,8258.5,50405.284418
1570838400,8257.95,8400,8250,8300.09,21339.334098
1570924800,8301.98,8451.37,8160,8275.01,27840.739953
1571011200,8275.24,8388.85,8203,8348.2,29810.663253
1571097600,8346.86,8403,8090,8159.29,32773.062476
1571184000,8159.3,8181.16,7917,7991.74,34733.593966
1571270400,7995.02,8124.92,7929.03,8070.58,29656.949158
1571356800,8070.71,8115,7816.01,7947.01,31353.181416
1571443200,7946.89,8098.1,7866.92,7948.01,26627.889388
1571529600,7949.87,8297,7870,8223.35,34286.452654
1571616000,8223.35,8333,8142.03,8197.27,30448.679539
1571702400,8197.28,8297.99,8000,8020,34651.828663
1571788800,8020.06,8047.59,7300,7466.62,63897.457098
1571875200,7468.47,7503.68,7337.99,7412.41,32714.383265
1571961600,7412.41,8799,7361,8655.02,90748.218174
1572048000,8655.88,10370,8470.38,9230,162588.585413
1572134400,9230,9794.98,9074.34,9529.93,93833.541604
1572220800,9528.23,9902.1,9160,9205.14,80174.217323
1572307200,9204.45,9550,9072,9407.62,64158.462446
1572393600,9407.62,9409.84,9001.01,9154.72,55241.786434
1572480000,9154.02,9405,8913,9140.85,54376.024902
1572566400,9140.86,9279,9030,9231.61,43594.814115
1572652800,9231.4,9373.74,9186.21,9289.52,28923.060828
1572739200,9289.85,9362.57,9066.14,9194.71,27894.378279
1572825600,9196.46,9513.68,9115.84,9393.35,45894.456277
1572912000,9392.4,9454.95,9175.76,9308.66,45935.873665
1572998400,9307.73,9440.91,9250.01,9339.05,37336.170372
1573084800,9339.16,9375,9101,9216.2,39117.470853
1573171200,9214,9261,8696,8773.73,62107.289243
1573257600,8773.74,8880,8724.88,8809.41,29469.481405
1573344000,8809.18,9147.19,8750,9039.47,34422.029797
1573430400,9040.16,9072.32,8618.68,8733.27,44888.053545
1573516800,8733.36,8888,8567.6,8821.94,40366.629471
1573603200,8821.91,8844.99,8702,8777.12,26810.116918
1573689600,8777.54,8800,8582.6,8646.68,33468.468961
1573776000,8646.38,8790,8400,8471.73,46087.417751
1573862400,8471.62,8543,8400,8491.02,20902.299752
1573948800,8490.74,8635,8350.68,8502.4,27009.037082
1574035200,8502.87,8503.52,8060,8187.17,43017.69094
1574121600,8186.5,8218.63,8003,8133.64,43556.061025
1574208000,8133.83,8264.29,8038.4,8098.01,32466.23098
1574294400,8098.56,8134.73,7500,7627.74,58418.780261
1574380800,7627.79,7750,6790,7268.23,126603.140259
1574467200,7268.23,7344.48,7080.01,7311.57,50449.894755
1574553600,7311.1,7330.39,6861,6903.28,67890.206483
1574640000,6900.23,7377.69,6515,7109.57,119645.735197
1574726400,7109.99,7340,7017.48,7156.14,65722.39769
1574812800,7154.75,7655,6840,7508.52,92452.87349
1574899200,7507.9,7643,7360,7419.49,56933.981109
1574985600,7418.52,7850,7362.3,7739.68,60745.300873
1575072000,7740.99,7810,7441,7541.89,46989.433619
1575158400,7540.63,7541.85,7210,7390.89,60769.342313
1575244800,7391.5,7420.56,7151.1,7294.28,46330.25604
1575331200,7294.42,7400,7241.35,7292.71,33149.477487
1575417600,7292.71,7750,7067,7194.32,83147.149142
1575504000,7194.59,7485,7150,7389,59306.678855
1575590400,7389,7590.03,7305,7527.47,48189.087944
1575676800,7527.8,7619.62,7470.16,7488.21,31498.684173
1575763200,7487.31,7564,7374.86,7510.11,29856.897631
1575849600,7510.11,7650,7273,7338.64,46621.887493
1575936000,7338.64,7407.6,7157.1,7224.13,49723.76214
1576022400,7224.15,7275.5,7125.66,7210,30093.091944
1576108800,7210,7295,7080.3,7198.08,42288.600932
1576195200,7197.76,7309.05,7190.76,7258.48,27609.873795
1576281600,7257.37,7271.77,7012,7064.05,29561.985967
1576368000,7064.14,7200.3,7008.35,7118.59,26395.778137
1576454400,7119.6,7150,6836,6891.72,43863.993059
1576540800,6891.44,6942.21,6560,6623.82,53865.069929
1576627200,6623.84,7440,6435,7277.83,95636.651251
1576713600,7277.83,7380,7038.31,7150.3,55509.049075
1576800000,7151.31,7220,7079.5,7187.83,32132.069205
1576886400,7188.01,7190.58,7105,7132.75,19467.174028
1576972800,7131.59,7518.54,7122.47,7501.44,39137.45515
1577059200,7500.71,7695.38,7265.84,7317.09,68051.997203
1577145600,7317.3,7436.68,7157.04,7255.77,43629.494188
1577232000,7255.77,7271.77,7128.86,7204.63,27492.044323
1577318400,7205.01,7435,7157.12,7202,36259.761076
1577404800,7202,7275.86,7076.42,7254.74,33642.701861
1577491200,7254.77,7365.01,7238.67,7316.14,26848.982199
1577577600,7315.36,7528.45,7288,7388.24,31387.106085
1577664000,7388.43,7408.24,7220,7246,29605.911782
1577750400,7246,7320,7145.01,7195.23,25954.453533
1577836800,7195.24,7255,7175.15,7200.85,16792.388165
1577923200,7200.77,7212.5,6924.74,6965.71,31951.483932
1578009600,6965.49,7405,6871.04,7344.96,68428.500451
1578096000,7345,7404,7272.21,7354.11,29987.974977
1578182400,7354.19,7495,7318,7358.75,38331.085604
1578268800,7357.64,7795.34,7346.76,7758,54635.695316
1578355200,7758.9,8207.68,7723.71,8145.28,91171.684661
1578441600,8145.92,8455,7870,8055.98,112622.64264
1578528000,8054.72,8055.96,7750,7817.76,64239.51983
1578614400,7817.74,8199,7672,8197.02,82406.777448
1578700800,8198.86,8286.34,8003.16,8020.01,54810.032667
1578787200,8020.01,8197,7960,8184.98,38131.494336
1578873600,8184.97,8196,8055.89,8110.34,31159.755683
1578960000,8110.34,8880,8105.54,8810.01,120399.126742
1579046400,8814.64,8916.48,8564,8821.41,84816.297606
1579132800,8820.01,8859.81,8586,8720.01,51991.074284
1579219200,8720.15,9041.65,8672.44,8913.28,70897.737377
1579305600,8913.27,8988.88,8806.38,8915.96,38294.746545
1579392000,8915.09,9198.98,8466,8701.7,70676.889259
1579478400,8701.72,8746.99,8521.28,8642.35,38896.639746
1579564800,8642.35,8789,8488,8736.03,36494.687659
1579651200,8736.04,8818,8590,8682.36,29080.557138
1579737600,8682.77,8691.81,8306.39,8404.52,48165.944597
1579824000,8404.52,8528.02,8238,8439,41687.529529
1579910400,8438.99,8451.26,8254.9,8340.58,25521.157932
1579996800,8340.01,8618.13,8293.66,8615,31130.485164
1580083200,8614.39,9000,8535,8907.57,53973.542996
1580169600,8907.57,9400,8862.4,9374.21,74584.853765
1580256000,9375.34,9449.24,9216,9301.53,53864.065122
1580342400,9301.57,9578,9204.44,9513.21,60626.744259
1580428800,9511.52,9530.22,9210.01,9352.89,45552.022352
1580515200,9351.71,9464.53,9281,9384.61,28578.067354
1580601600,9384.41,9477.03,9120,9331.51,45690.91254
1580688000,9331.59,9618.79,9234,9292.24,50892.133451
1580774400,9291.35,9350,9093.01,9197.02,53308.175266
1580860800,9197.02,9744.45,9177.22,9612.04,64870.415615
1580947200,9612.03,9862.57,9526.35,9772,64949.706588
1581033600,9772,9885,9730,9813.73,43966.114632
1581120000,9813.87,9940,9667.11,9895.05,43600.843666
1581206400,9895.04,10166,9880.75,10151.75,43408.475616
1581292800,10151.72,10188,9756,9851.83,59573.084619
1581379200,9851.74,10323.59,9700,10223.08,62422.395224
1581465600,10223.08,10450,10223.08,10326.46,61008.06393
1581552000,10325.33,10500,10080,10229.63,79344.358759
1581638400,10227.78,10381.56,10111.37,10344.36,47038.480173
1581724800,10344.36,10375,9801,9904.72,57657.202947
1581811200,9904.46,10050,9638.12,9917.27,60023.999537
1581897600,9910.7,9964.16,9452.67,9706,70261.011901
1581984000,9706,10250,9576.01,10164.71,70604.124019
1582070400,10164.78,10250,9350,9593.79,55162.586895
1582156800,9594.65,9699,9400,9596.42,60152.342914
1582243200,9597.21,9755.51,9550.21,9677.05,42181.554524
1582329600,9677.05,9709.17,9560.02,9650.86,24636.757623
1582416000,9650.85,9990,9645,9936.4,37702.089843
1582502400,9936.4,9990,9473.56,9656.13,55796.59612
1582588800,9655.52,9675,9250,9315.84,54379.344552
1582675200,9316.48,9377.44,8633.63,8785.25,92130.345482
1582761600,8786,8971.77,8531,8823.21,72483.578762
1582848000,8823.25,8900,8445,8692.91,71155.208977
1582934400,8690.8,8790,8523.55,8523.61,36748.183035
1583020800,8523.61,8750,8411,8531.88,43892.200403
1583107200,8530.3,8965.75,8498,8915.24,60401.31773
1583193600,8911.18,8919.65,8651,8760.07,55154.997282
1583280000,8760.07,8848.29,8660,8750.87,38696.482578
1583366400,8750.99,9159.42,8746.54,9054.68,58201.866355
1583452800,9054.64,9170,8985.5,9131.88,43782.948044
1583539200,9130.89,9188,8835,8886.66,45422.204525
1583625600,8885.25,8886.76,8000,8033.31,77537.315166
1583712000,8034.76,8179.31,7632.01,7929.87,116968.863268
1583798400,7929.87,8149,7728.01,7894.56,86783.443875
1583884800,7894.57,7980,7590,7934.52,79942.411172
1583971200,7934.58,7966.17,4410,4800,261505.608653
1584057600,4800.01,5955,3782.13,5578.6,402201.673764
1584144000,5576.05,5640.52,5055.13,5172.06,136910.135974
1584230400,5172.48,5940,5093.1,5361.3,139916.146534
1584316800,5360.33,5365.42,4442.12,5028.97,227276.92276
1584403200,5028.86,5525,4921.45,5312.64,150089.926318
1584489600,5312.64,5436.17,5009.37,5393.04,137127.634894
1584576000,5393.26,6400,5252.53,6162.37,199020.873439
1584662400,6162.05,6900,5670,6208.36,219298.329514
1584748800,6204.57,6456.98,5860.02,6186.98,128913.668363
1584835200,6187.04,6407.87,5734.01,5816.19,119115.990527
1584921600,5816.05,6600,5688,6467.31,164674.215785
1585008000,6465.25,6833,6371.33,6744.72,151138.009878
1585094400,6744.69,6957.96,6450,6677.43,132155.734989
1585180800,6677.42,6780,6510,6737.36,83026.555211
1585267200,6737.27,6842.59,6261,6359.11,82914.968354
1585353600,6359.11,6360,6024,6236.65,93159.693429
1585440000,6236.65,6266,5866.56,5881.42,63311.627714
1585526400,5880.5,6599,5857.76,6394.38,118889.549992
1585612800,6394.45,6523.23,6321.4,6410.44,72337.595259
1585699200,6412.14,6679.94,6150.11,6642.92,97500.7524
1585785600,6643.36,7198,6551,6794.09,149299.906871
1585872000,6793.86,7048,6602.1,6734.1,104080.276939
1585958400,6732.97,6990.41,6650.01,6856.99,72990.861139
1586044800,6857.41,6895.54,6677.52,6772.78,49685.356983
1586131200,6772.78,7355.14,6765,7329.9,118052.000832
1586217600,7329.9,7459.69,7077,7197.32,103585.168918
1586304000,7197.32,7420,7150,7361.28,76059.145838
1586390400,7360.26,7371.92,7108.08,7283.54,61077.538712
1586476800,7283.54,7295.75,6739.98,6858.92,104674.623375
1586563200,6858.92,6944.3,6760,6876.83,45470.293206
1586649600,6876.84,7177,6780,6903.79,73868.666501
1586736000,6903.79,6903.79,6575,6837.91,96415.476573
1586822400,6838.04,6978,6754.28,6868.7,69068.623285
1586908800,6868.57,6933,6605,6621.24,61571.384994
1586995200,6621.25,7190,6468.27,7101.94,125009.857539
1587081600,7101.99,7148.12,6972.98,7027.55,54126.509763
